11:40-12:30#######
SY-A#ECO(CR)#ECO(CR)#ECO(CR)#ECO(CR)#ECO(CR)#BKE(MT)#
SY-B#ECO(PS)#MAT(BS)#MAR(TS)#MAT(BS)#BKE(KG)#MAT(BS)#
SY-C#BKE(KG)#ENG(AA)#SP(IK)#SP(IK)#OCM(KS)#BKE(KG)#
SY-D#ENG(MG)#ECO(NL)#ENG(MG)#EVS(PT)#ENG(MG)#ENG(MG)#
SY-E#BKE(MT)#BKE(VV)#EVS(PT)#HIN(BP)#BKE(VV)#OCM(KS)#
SY-F#MAR(SK),HIN(BP)#EVS(PT)#MAR(SK),HIN(BP)#BKE(VV)#ECO(PS)#ECO(PS)#
SY-G#IT(GN),TAM(KT)#BKE(MT)#IT(GN),TAM(KT)#EVS(KT)#OCM(SP)#ITP(GN),ITP(ND),TAM(KT)#
#######
03:40-04:20#######
FY-A#ENG(MG)#BKE(IK)#ECO(NL)#MAT(VK)#OCM(KG)#BKE(IK)#
FY-B#ENG(VT)#BKE(VV)#MAT(NK)#ENG(VT)#ENG(VT)#BKE(VV)#
FY-C#EVS(PT)#BKE(SP)#OCM(AD)#ECO(PS)#ECO(PS)#MAT(BS)#
FY-D#BKE(KS)#ECO(CR)#OCM(MT)#HIN(BP)#OCM(MT)#BKE(KS)#
FY-E#OCM(MF)#MAT(BS)#ENG(VT)#MAT(BS)#ECO(NL)#MAT(TM)#
FY-F#MAT(TM)#HIN(NS)#MAT(BS)#ENG(AA)#MAT(BS)#BKE(AD)#
FY-G#OCM(KG)#ENG(MG)#BKE(IK)#MAT(NK),SP(AD)#MAT(VK),SP(AD)#ENG(MG)#
FY-H#ENG(UI)#ITP(ND),ITP(GN)#ENG(UI)#MAT(SM),SP(AD)#MAT(JJ),SP(AD)#ENG(UI)#
#######
SY-A#MAT(VK)#BKE(MT)#OCM(MF)#MAR(SK)#OCM(MF)#MPR(JJ),MPR(VK)#
SY-B#OCM(SP)#EVS(PT)#ECO(PS)#BKE(KG)#OCM(SP)#BKE(KG)#
SY-C#ENG(AA)#BKE(KG)#ENG(AA)#OCM(KS)#HIN(NS)#ECO(NL)#
SY-D#ECO(PS)#OCM(KS)#HIN(NS)#HIN(NS)#OCM(KS)#EVS(PT)#
SY-E#HIN(BP)#ENG(VT)#OCM(KS)#ECO(CR)#OCM(IK)#ENG(VT)#
SY-F#MAT(NK),SP(AD)#OCM(MF)#EVS(PT)#OCM(MF)#BKE(VV)#OCM(MF)#
SY-G#MAT(JJ),SP(AD)#ECO(NL)#ENG(MG)#BKE(MT)#ENG(MG)#ITP(GN),ITP(ND)#
#######
04:20-05:00#######
FY-A#MPR(VK),MPR(NK)#ECO(NL)#EVS(SB)#MAR(TS)#ECO(NL)#ENG(MG)#
FY-B#MPR(SM),MPR(BS)#OCM(MF)#BKE(VV)#BKE(VV)#BKE(VV)#ECO(NL)#
FY-C#OCM(AD)#ENG(AA)#MPR(BS),MPR(TM)#BKE(SP)#BKE(AD)#ENG(AA)#
FY-D#MAT(JJ)#MPR(SM),MPR(JJ)#ECO(CR)#BKE(KS)##OCM(MT)#
FY-E#HIN(NS)#ENG(VT)#ECO(PS)#MPR(TM),MPR(JJ)#ECO(PS)#HIN(NS)#
FY-F#MPR(BS),MPR(TM)#OCM(AD)#HIN(NS)#HIN(NS)#BKE(SP)##
FY-G#BKE(IK)#MPR(VK),MPR(NK)#MAT(VK),SP(AD)#BKE(IK)#EVS(PT)#MAT(NK),SP(AD)#
FY-H#ECO(CR)#ITP(ND),ITP(GN)#MAT(SM),SP(AD)#ECO(CR)#BKE(KS)#MAT(SM),SP(AD)#
#######
SY-A#OCM(MF)#MAR(SK)#ENG(VT)#BKE(MT)#EVS(SB)#MPR(JJ),MPR(VK)#
SY-B#ENG(UI)#ENG(UI)#OCM(SP)#MPR(SM),MPR(BS)#ENG(UI)#ECO(PS)#
SY-C#ECO(NL)#HIN(NS)#OCM(KS)#BKE(KG)#ENG(AA)#PTE(PB)#
SY-D#BKE(VV)#MAT(BS)#ECO(NL)#ENG(MG)#ECO(CR)#MPR(BS),MPR(TM)#
SY-E#BKE(KG)#ECO(CR)#BKE(KG)#EVS(PT)#MPR(SM),MPR(VK)#ECO(CR)#
SY-F#ECO(PS)#ECO(PS)#ENG(AA)#HIN(BP),MAR(SK)#MPR(NK),MPR(TM)#MAR(SK),HIN(BP)#
SY-G#BKE(MT)#ENG(MG)#OCM(IK)#MPR(NK),MPR(JJ)#IT(GN),TAM(KT)#ITP(GN),ITP(ND)#
#######
05:00-05:40#######
FY-A#MPR(VK),MPR(NK)######
FY-B#MPR(SM),MPR(BS)######
FY-C###MPR(BS),MPR(TM)####
FY-D##MPR(SM),MPR(JJ)####EVS(PT)#
FY-E####MPR(TM),MPR(JJ)###
FY-F#MPR(BS),MPR(TM)#MAT(TM)#####
FY-G##MPR(VK),MPR(NK)#####
FY-H#EVS(PT)##MPR(SM),MPR(JJ)#ENG(UI)###
#######
SY-A#ENG(VT)#PTE(PB)#PTE(SB)####
SY-B#PTE(PB)#PTE(SB)##MPR(SM),MPR(BS)###
SY-C####PTE(SB)###
SY-D####PTE(PB)#PTE(SB)#MPR(BS),MPR(TM)#
SY-E#PTE(SB)####MPR(SM),MPR(VK)#PTE(PB)#
SY-F##ENG(AA)#PTE(PB)##MPR(NK),MPR(TM)#PTE(SB)#
SY-G#ENG(MG)###MPR(NK),MPR(JJ)#PTE(PB)##
#######
05:40-06:20#######
FY-A#######
FY-B#######
FY-C#######
FY-D##PTE(SB)##PTE(SB)###
FY-E##PTE(SB)#PTE(SB)####
FY-F#######
FY-G#######
FY-H###MPR(SM),MPR(JJ)####
#######
SY-A#######
SY-B#######
SY-C#######
SY-D#######
SY-E#######
SY-F#######
SY-G#PTE(SB)######

